row_index,role
19351,train
19352,train
19353,calibration
19354,val
19355,train
19356,train
19357,train
19358,train
19359,train
19360,val
19361,train
19362,train
19363,train
19364,train
19365,challenge
19366,calibration
19367,val
19368,train
19369,train
19370,train
19371,calibration
19372,train
19373,challenge
19374,challenge
19375,train
19376,train
19377,calibration
19378,calibration
19379,train
19380,train
19381,train
19382,train
19383,train
19384,train
19385,train
19386,train
19387,challenge
19388,train
19389,train
19390,train
19391,calibration
19392,val
19393,train
19394,calibration
19395,challenge
19396,val
19397,train
19398,train
19399,train
19400,train
19401,train
19402,train
19403,train
19404,train
19405,train
19406,val
19407,train
19408,train
19409,train
19410,challenge
19411,val
19412,challenge
19413,train
19414,train
19415,train
19416,train
19417,val
19418,challenge
19419,train
19420,train
19421,train
19422,val
19423,train
19424,train
19425,train
19426,train
19427,train
19428,calibration
19429,val
19430,train
19431,calibration
19432,train
19433,challenge
19434,train
19435,challenge
19436,train
19437,calibration
19438,train
19439,train
19440,val
19441,val
19442,train
19443,calibration
19444,train
19445,train
19446,train
19447,train
19448,train
19449,train
19450,challenge
19451,challenge
19452,val
19453,challenge
19454,train
19455,train
19456,train
19457,val
19458,train
19459,train
19460,train
19461,challenge
19462,calibration
19463,train
19464,val
19465,challenge
19466,train
19467,train
19468,train
19469,train
19470,train
19471,calibration
19472,train
19473,val
19474,challenge
19475,train
19476,train
19477,train
19478,train
19479,train
19480,train
19481,challenge
19482,val
19483,train
19484,val
19485,val
19486,train
19487,train
19488,calibration
19489,val
19490,challenge
19491,train
19492,challenge
19493,train
19494,train
19495,train
19496,val
19497,calibration
19498,train
19499,calibration
19500,challenge
19501,train
19502,train
19503,train
19504,train
19505,train
19506,calibration
19507,train
19508,train
19509,train
19510,train
19511,train
19512,train
19513,calibration
19514,train
19515,train
19516,train
19517,train
19518,train
19519,val
19520,train
19521,train
19522,train
19523,train
19524,train
19525,train
19526,train
19527,train
19528,train
19529,challenge
19530,challenge
19531,train
19532,train
19533,train
19534,train
19535,calibration
19536,challenge
19537,calibration
19538,train
19539,train
19540,train
19541,train
19542,val
19543,val
19544,train
19545,train
19546,train
19547,train
19548,train
19549,train
19550,train
19551,train
19552,calibration
19553,train
19554,train
19555,train
19556,train
19557,val
19558,train
19559,train
19560,val
19561,train
19562,val
19563,val
19564,train
19565,train
19566,train
19567,train
19568,train
19569,train
19570,calibration
19571,challenge
19572,val
19573,train
19574,val
19575,train
19576,train
19577,train
19578,train
19579,train
19580,train
19581,train
19582,calibration
19583,calibration
19584,train
19585,train
19586,challenge
19587,calibration
19588,train
19589,challenge
19590,train
19591,calibration
19592,train
19593,challenge
19594,challenge
19595,train
19596,train
19597,train
19598,val
19599,challenge
19600,train
19601,train
19602,challenge
19603,train
19604,train
19605,challenge
19606,train
19607,train
19608,train
19609,train
19610,train
19611,challenge
19612,val
19613,train
19614,val
19615,train
19616,train
19617,train
19618,train
19619,train
19620,train
19621,train
19622,val
19623,train
19624,train
19625,train
19626,calibration
19627,train
19628,train
19629,train
19630,train
19631,calibration
19632,val
19633,train
19634,train
19635,val
19636,train
19637,calibration
19638,val
19639,val
19640,challenge
19641,train
19642,train
19643,val
19644,val
19645,train
19646,train
19647,train
19648,train
19649,calibration
19650,train
19651,challenge
19652,challenge
19653,train
19654,train
19655,calibration
19656,train
19657,train
19658,train
19659,train
19660,train
19661,train
19662,train
19663,calibration
19664,train
19665,calibration
19666,train
19667,challenge
19668,train
19669,train
19670,train
19671,val
19672,train
19673,train
19674,train
19675,train
19676,train
19677,challenge
19678,train
19679,train
19680,train
19681,train
19682,train
19683,train
19684,train
19685,train
19686,val
19687,calibration
19688,calibration
19689,train
19690,train
19691,challenge
19692,train
19693,train
19694,calibration
19695,challenge
19696,train
19697,train
19698,val
19699,calibration
19700,calibration
19701,val
19702,val
19703,calibration
19704,train
19705,val
19706,challenge
19707,train
19708,challenge
19709,train
19710,train
19711,challenge
19712,train
19713,train
19714,challenge
19715,train
19716,challenge
19717,calibration
19718,train
19719,challenge
19720,calibration
19721,train
19722,train
19723,train
19724,train
19725,challenge
19726,train
19727,train
19728,challenge
19729,challenge
19730,train
19731,train
19732,train
19733,val
19734,challenge
19735,challenge
19736,train
19737,challenge
19738,challenge
19739,val
19740,train
19741,train
19742,train
19743,train
19744,train
19745,train
19746,train
19747,train
19748,train
19749,train
19750,train
19751,train
19752,calibration
19753,train
19754,train
19755,train
19756,val
19757,train
19758,calibration
19759,train
19760,train
19761,train
19762,train
19763,val
19764,val
19765,val
19766,val
19767,train
19768,train
19769,train
19770,challenge
19771,challenge
19772,challenge
19773,train
19774,train
19775,train
19776,calibration
19777,train
19778,train
19779,train
19780,challenge
19781,challenge
19782,train
19783,train
19784,train
19785,calibration
19786,val
19787,train
19788,train
19789,challenge
19790,train
19791,train
19792,calibration
19793,train
19794,challenge
19795,train
19796,val
19797,challenge
19798,train
19799,challenge
19800,val
19801,train
19802,train
19803,train
19804,train
19805,train
19806,train
19807,val
19808,train
19809,train
19810,train
19811,challenge
19812,challenge
19813,train
19814,train
19815,train
19816,train
19817,train
19818,train
19819,train
19820,train
19821,challenge
19822,val
19823,train
19824,train
19825,train
19826,challenge
19827,train
19828,train
19829,val
19830,train
19831,train
19832,challenge
19833,val
19834,train
19835,train
19836,train
19837,train
19838,train
19839,train
19840,challenge
19841,train
19842,val
19843,calibration
19844,train
19845,val
19846,calibration
19847,train
19848,train
19849,train
19850,train
19851,train
19852,train
19853,train
19854,train
19855,val
19856,train
19857,train
19858,train
19859,train
19860,calibration
19861,train
19862,train
19863,train
19864,calibration
19865,val
19866,challenge
19867,val
19868,val
19869,train
19870,train
19871,train
19872,challenge
19873,train
19874,val
19875,train
19876,val
19877,challenge
19878,train
19879,val
19880,train
19881,train
19882,challenge
19883,train
19884,challenge
19885,train
19886,train
19887,challenge
19888,challenge
19889,train
19890,train
19891,train
19892,challenge
19893,calibration
19894,train
19895,train
19896,train
19897,calibration
19898,challenge
19899,val
19900,val
19901,train
19902,train
19903,train
19904,train
19905,calibration
19906,train
19907,train
19908,train
19909,train
19910,train
19911,calibration
19912,challenge
19913,train
19914,val
19915,train
19916,challenge
19917,train
19918,train
19919,train
19920,challenge
19921,calibration
19922,train
19923,challenge
19924,train
19925,train
19926,train
19927,train
19928,calibration
19929,train
19930,train
19931,train
19932,train
19933,calibration
19934,challenge
19935,challenge
19936,calibration
19937,train
19938,challenge
19939,train
19940,train
19941,challenge
19942,challenge
19943,train
19944,train
19945,train
19946,train
19947,train
19948,train
19949,challenge
19950,train
19951,val
19952,train
19953,challenge
19954,calibration
19955,calibration
19956,challenge
19957,train
19958,train
19959,train
19960,train
19961,train
19962,train
19963,train
19964,train
19965,train
19966,train
19967,train
19968,train
19969,train
19970,train
19971,train
19972,challenge
19973,train
19974,train
19975,train
19976,val
19977,calibration
19978,val
19979,calibration
19980,train
19981,train
19982,train
19983,train
19984,train
19985,train
19986,train
19987,train
19988,train
19989,val
19990,calibration
19991,train
19992,challenge
19993,train
19994,train
19995,train
19996,train
19997,train
19998,train
19999,train
20000,val
20001,train
20002,val
20003,calibration
20004,val
20005,calibration
20006,train
20007,challenge
20008,train
20009,train
20010,train
20011,calibration
20012,challenge
20013,calibration
20014,calibration
20015,calibration
20016,val
20017,val
20018,train
20019,val
20020,train
20021,train
20022,val
20023,train
20024,train
20025,calibration
20026,challenge
20027,train
20028,train
20029,val
20030,train
20031,train
20032,val
20033,train
20034,calibration
20035,train
20036,train
20037,calibration
20038,train
20039,val
20040,train
20041,train
20042,challenge
20043,train
20044,challenge
20045,train
20046,train
20047,train
20048,train
20049,train
20050,challenge
20051,train
20052,challenge
20053,train
20054,train
20055,challenge
20056,train
20057,train
20058,challenge
20059,train
20060,train
20061,train
20062,calibration
20063,train
20064,train
20065,val
20066,val
20067,train
20068,train
20069,train
20070,train
20071,train
20072,val
20073,train
20074,train
20075,train
20076,train
20077,train
20078,train
20079,train
20080,train
20081,train
20082,train
20083,challenge
20084,train
20085,train
20086,train
20087,train
20088,val
20089,train
20090,challenge
20091,train
20092,calibration
20093,train
20094,train
20095,train
20096,train
20097,val
20098,calibration
20099,train
20100,val
20101,challenge
20102,train
20103,calibration
20104,train
20105,calibration
20106,train
20107,challenge
20108,train
20109,train
20110,train
20111,train
20112,val
20113,challenge
20114,train
20115,train
20116,train
20117,train
20118,train
20119,train
20120,train
20121,train
20122,train
20123,train
20124,challenge
20125,train
20126,train
20127,val
20128,calibration
20129,train
20130,val
20131,train
20132,train
20133,train
20134,train
20135,train
20136,calibration
20137,challenge
20138,calibration
20139,train
20140,train
20141,train
20142,val
20143,challenge
20144,val
20145,train
20146,val
20147,val
20148,val
20149,challenge
20150,challenge
20151,challenge
20152,challenge
20153,train
20154,train
20155,train
20156,val
20157,train
20158,val
20159,train
20160,train
20161,train
20162,calibration
20163,train
20164,val
20165,train
20166,calibration
20167,train
20168,train
20169,train
20170,train
20171,train
20172,challenge
20173,challenge
20174,train
20175,train
20176,train
20177,val
20178,train
20179,train
20180,train
20181,calibration
20182,train
20183,train
20184,train
20185,val
20186,train
20187,calibration
20188,train
20189,train
20190,val
20191,train
20192,calibration
20193,val
20194,challenge
20195,val
20196,train
20197,challenge
20198,challenge
20199,train
20200,train
20201,calibration
20202,train
20203,train
20204,calibration
20205,train
20206,calibration
20207,train
20208,train
20209,train
20210,train
20211,train
20212,calibration
20213,train
20214,calibration
20215,train
20216,train
20217,train
20218,challenge
20219,calibration
20220,calibration
20221,train
20222,train
20223,train
20224,val
20225,train
20226,train
20227,calibration
20228,challenge
20229,train
20230,challenge
20231,train
20232,train
20233,train
20234,train
20235,train
20236,challenge
20237,train
20238,train
20239,train
20240,train
20241,train
20242,calibration
20243,challenge
20244,train
20245,train
20246,train
20247,val
20248,val
20249,challenge
20250,calibration
20251,train
20252,train
20253,train
20254,challenge
20255,train
20256,train
20257,challenge
20258,train
20259,challenge
20260,train
20261,train
20262,train
20263,train
20264,val
20265,train
20266,challenge
20267,challenge
20268,calibration
20269,train
20270,train
20271,train
20272,train
20273,train
20274,val
20275,train
20276,val
20277,challenge
20278,train
20279,train
20280,train
20281,train
20282,train
20283,train
20284,train
20285,challenge
20286,train
20287,challenge
20288,val
20289,train
20290,train
20291,train
20292,val
20293,train
20294,val
20295,calibration
20296,train
20297,calibration
20298,train
20299,train
20300,train
20301,challenge
20302,train
20303,val
20304,train
20305,challenge
20306,train
20307,train
20308,val
20309,train
20310,train
20311,challenge
20312,val
20313,challenge
20314,val
20315,train
20316,train
20317,calibration
20318,train
20319,train
20320,train
20321,train
20322,val
20323,train
20324,train
20325,val
20326,train
20327,train
20328,train
20329,train
20330,val
20331,challenge
20332,challenge
20333,challenge
20334,train
20335,train
20336,train
20337,train
20338,train
20339,calibration
20340,challenge
20341,train
20342,train
20343,train
20344,train
20345,calibration
20346,train
20347,train
20348,train
20349,val
20350,train
20351,train
20352,train
20353,train
20354,train
20355,calibration
20356,challenge
20357,calibration
20358,train
20359,train
20360,val
20361,train
20362,train
20363,train
20364,train
20365,train
20366,train
20367,train
20368,train
20369,train
20370,challenge
20371,train
20372,train
20373,calibration
20374,train
20375,calibration
20376,val
20377,challenge
20378,train
20379,calibration
20380,val
20381,train
20382,train
20383,val
20384,train
20385,challenge
20386,val
20387,val
20388,val
20389,train
20390,train
20391,train
20392,train
20393,train
20394,val
20395,train
20396,val
20397,train
20398,train
20399,train
20400,train
20401,train
20402,calibration
20403,train
20404,train
20405,challenge
20406,train
20407,train
20408,calibration
20409,train
20410,calibration
20411,calibration
20412,challenge
20413,train
20414,train
20415,calibration
20416,val
20417,train
20418,train
20419,val
20420,train
20421,challenge
20422,challenge
20423,train
20424,train
20425,train
20426,calibration
20427,train
20428,train
20429,challenge
20430,train
20431,train
20432,val
20433,train
20434,challenge
20435,train
20436,calibration
20437,val
20438,train
20439,val
20440,train
20441,train
20442,train
20443,train
20444,val
20445,train
20446,train
20447,train
20448,train
20449,train
20450,val
20451,train
20452,train
20453,train
20454,calibration
20455,train
20456,train
20457,train
20458,train
20459,train
20460,train
20461,train
20462,val
20463,val
20464,calibration
20465,train
20466,calibration
20467,challenge
20468,val
20469,val
20470,challenge
20471,train
20472,train
20473,calibration
20474,train
20475,challenge
20476,calibration
20477,train
20478,train
20479,challenge
20480,train
20481,train
20482,train
20483,train
20484,val
20485,val
20486,train
20487,train
20488,challenge
20489,val
20490,train
20491,challenge
20492,train
20493,challenge
20494,train
20495,challenge
20496,train
20497,train
20498,train
20499,train
20500,calibration
20501,train
20502,challenge
20503,val
20504,train
20505,train
20506,train
20507,train
20508,train
20509,challenge
20510,train
20511,train
20512,val
20513,challenge
20514,challenge
20515,challenge
20516,challenge
20517,train
20518,train
20519,train
20520,train
20521,train
20522,calibration
20523,challenge
20524,train
20525,val
20526,train
20527,train
20528,train
20529,train
20530,train
20531,val
20532,challenge
20533,train
20534,val
20535,train
20536,calibration
20537,val
20538,challenge
20539,train
20540,train
20541,val
20542,challenge
20543,train
20544,train
20545,calibration
20546,train
20547,train
20548,train
20549,train
20550,train
20551,train
20552,calibration
20553,val
20554,val
20555,challenge
20556,val
20557,train
20558,train
20559,train
20560,challenge
20561,challenge
20562,train
20563,train
20564,train
20565,train
20566,train
20567,calibration
20568,train
20569,train
20570,val
20571,challenge
20572,train
20573,train
20574,train
20575,train
20576,train
20577,train
20578,train
20579,calibration
20580,train
20581,calibration
20582,train
20583,calibration
20584,train
20585,train
20586,train
20587,train
20588,train
20589,val
20590,challenge
20591,train
20592,challenge
20593,train
20594,train
20595,train
20596,challenge
20597,train
20598,calibration
20599,train
20600,train
20601,challenge
20602,train
20603,train
20604,train
20605,train
20606,val
20607,train
20608,train
20609,train
20610,challenge
20611,train
20612,train
20613,train
20614,challenge
20615,train
20616,train
20617,train
20618,train
20619,challenge
20620,train
20621,train
20622,challenge
20623,calibration
20624,train
20625,calibration
20626,challenge
20627,train
20628,challenge
20629,train
20630,challenge
20631,calibration
20632,train
20633,train
20634,calibration
20635,train
20636,train
20637,train
20638,val
20639,calibration
20640,train
20641,train
20642,val
20643,train
20644,train
20645,train
20646,val
20647,challenge
20648,train
20649,calibration
20650,train
20651,train
20652,calibration
20653,train
20654,train
20655,val
20656,train
20657,train
20658,challenge
20659,challenge
20660,challenge
20661,train
20662,train
20663,train
20664,calibration
20665,challenge
20666,train
20667,train
20668,train
20669,train
20670,challenge
20671,train
20672,train
20673,challenge
20674,train
20675,train
20676,train
20677,train
20678,train
20679,challenge
20680,challenge
20681,val
20682,val
20683,train
20684,train
20685,train
20686,val
20687,train
20688,train
20689,challenge
20690,val
20691,val
20692,challenge
20693,train
20694,train
20695,train
20696,train
20697,challenge
20698,val
20699,train
20700,train
20701,train
20702,val
20703,train
20704,challenge
20705,train
20706,train
20707,train
20708,val
20709,train
20710,val
20711,train
20712,challenge
20713,train
20714,train
20715,train
20716,challenge
20717,train
20718,train
20719,challenge
20720,train
20721,train
20722,train
20723,val
20724,challenge
20725,train
20726,train
20727,val
20728,train
20729,train
20730,train
20731,train
20732,train
20733,train
20734,train
20735,val
20736,train
20737,challenge
20738,train
20739,train
20740,train
20741,challenge
20742,calibration
20743,val
20744,calibration
20745,train
20746,train
20747,val
20748,train
20749,train
20750,train
20751,train
20752,challenge
20753,train
20754,train
20755,train
20756,train
20757,val
20758,train
20759,calibration
20760,train
20761,val
20762,train
20763,calibration
20764,val
20765,calibration
20766,train
20767,train
20768,train
20769,train
20770,train
20771,train
20772,train
20773,train
20774,train
20775,val
20776,train
20777,train
20778,train
20779,train
20780,train
20781,train
20782,train
20783,train
20784,train
20785,challenge
20786,train
20787,train
20788,train
20789,train
20790,calibration
20791,calibration
20792,train
20793,train
20794,challenge
20795,challenge
20796,train
20797,challenge
20798,train
20799,train
20800,val
20801,train
20802,challenge
20803,train
20804,val
20805,train
20806,train
20807,train
20808,train
20809,train
20810,train
20811,val
20812,train
20813,train
20814,train
20815,train
20816,calibration
20817,challenge
20818,train
20819,train
20820,val
20821,train
20822,challenge
20823,train
20824,train
20825,train
20826,train
20827,train
20828,val
20829,challenge
20830,train
20831,train
20832,train
20833,train
20834,challenge
20835,val
20836,train
20837,train
20838,train
20839,train
20840,val
20841,challenge
20842,train
20843,train
20844,challenge
20845,train
20846,train
20847,train
20848,val
20849,val
20850,challenge
20851,challenge
20852,challenge
20853,train
20854,calibration
20855,train
20856,val
20857,train
20858,challenge
20859,train
20860,train
20861,train
20862,train
20863,train
20864,train
20865,train
20866,train
20867,challenge
20868,val
20869,val
20870,challenge
20871,train
20872,calibration
20873,val
20874,train
20875,val
20876,train
20877,challenge
20878,val
20879,train
20880,calibration
20881,challenge
20882,train
20883,challenge
20884,challenge
20885,val
20886,train
20887,train
20888,challenge
20889,train
20890,train
20891,train
20892,val
20893,val
20894,challenge
20895,challenge
20896,calibration
20897,train
20898,val
20899,train
20900,train
20901,train
20902,challenge
20903,train
20904,train
20905,train
20906,train
20907,train
20908,train
20909,val
20910,train
20911,calibration
20912,val
20913,train
20914,train
20915,train
20916,train
20917,train
20918,train
20919,train
20920,val
20921,train
20922,val
20923,train
20924,train
20925,val
20926,train
20927,train
20928,val
20929,val
20930,train
20931,train
20932,train
20933,val
20934,train
20935,train
20936,train
20937,train
20938,train
20939,val
20940,train
20941,train
20942,train
20943,challenge
20944,train
20945,train
20946,train
20947,val
20948,train
20949,challenge
20950,train
20951,train
20952,calibration
20953,val
20954,train
20955,train
20956,calibration
20957,train
20958,val
20959,train
20960,train
20961,calibration
20962,train
20963,train
20964,val
20965,train
20966,train
20967,train
20968,train
20969,val
20970,val
20971,train
20972,train
20973,train
20974,val
20975,train
20976,calibration
20977,challenge
20978,train
20979,train
20980,train
20981,train
20982,challenge
20983,val
20984,train
20985,train
20986,train
20987,challenge
20988,train
20989,train
20990,calibration
20991,val
20992,challenge
20993,train
20994,train
20995,train
20996,train
20997,train
20998,val
20999,val
21000,challenge
21001,train
21002,val
21003,train
21004,train
21005,train
21006,train
21007,train
21008,train
21009,train
21010,train
21011,train
21012,challenge
21013,train
21014,val
21015,train
21016,train
21017,train
21018,challenge
21019,val
21020,train
21021,train
21022,train
21023,challenge
21024,train
21025,val
21026,train
21027,calibration
21028,train
21029,train
21030,calibration
21031,train
21032,challenge
21033,train
21034,challenge
21035,challenge
21036,train
21037,val
21038,train
21039,val
21040,train
21041,train
21042,train
21043,challenge
21044,train
21045,train
21046,val
21047,val
21048,train
21049,val
21050,challenge
21051,train
21052,train
21053,train
21054,train
21055,train
21056,challenge
21057,train
21058,train
21059,val
21060,calibration
21061,train
21062,train
21063,val
21064,train
21065,challenge
21066,train
21067,train
21068,challenge
21069,calibration
21070,train
21071,train
21072,val
21073,train
21074,train
21075,challenge
21076,train
21077,train
21078,val
21079,train
21080,challenge
21081,train
21082,train
21083,val
21084,challenge
21085,train
21086,train
21087,train
21088,challenge
21089,train
21090,train
21091,val
21092,challenge
21093,train
21094,calibration
21095,train
21096,train
21097,val
21098,train
21099,calibration
21100,train
21101,val
21102,train
21103,train
21104,train
21105,train
21106,train
21107,calibration
21108,train
21109,val
21110,train
21111,train
21112,challenge
21113,val
21114,challenge
21115,challenge
21116,val
21117,train
21118,train
21119,val
21120,train
21121,challenge
21122,train
21123,train
21124,train
21125,train
21126,train
21127,train
21128,val
21129,val
21130,calibration
21131,train
21132,train
21133,val
21134,train
21135,train
21136,challenge
21137,train
21138,calibration
21139,val
21140,calibration
21141,calibration
21142,challenge
21143,train
21144,train
21145,calibration
21146,val
21147,train
21148,train
21149,train
21150,val
21151,train
21152,val
21153,challenge
21154,train
21155,val
21156,train
21157,val
21158,train
21159,train
21160,train
21161,train
21162,challenge
21163,challenge
21164,val
21165,train
21166,val
21167,challenge
21168,train
21169,train
21170,calibration
21171,val
21172,train
21173,challenge
21174,train
21175,train
21176,train
21177,challenge
21178,train
21179,train
21180,challenge
21181,challenge
21182,calibration
21183,challenge
21184,val
21185,train
21186,val
21187,train
21188,train
21189,challenge
21190,train
21191,val
21192,val
21193,train
21194,val
21195,challenge
21196,train
21197,val
21198,val
21199,challenge
21200,train
21201,challenge
21202,train
21203,train
21204,train
21205,train
21206,train
21207,train
21208,train
21209,val
21210,challenge
21211,calibration
21212,challenge
21213,train
21214,train
21215,calibration
21216,train
21217,calibration
21218,train
21219,train
21220,calibration
21221,calibration
21222,train
21223,challenge
21224,train
21225,challenge
21226,challenge
21227,val
21228,val
21229,calibration
21230,challenge
21231,train
21232,train
21233,train
21234,train
21235,challenge
21236,train
21237,train
21238,train
21239,train
21240,train
21241,calibration
21242,train
21243,train
21244,train
21245,train
21246,val
21247,train
21248,train
21249,train
21250,train
21251,train
21252,val
21253,challenge
21254,train
21255,train
21256,challenge
21257,challenge
21258,train
21259,train
21260,val
21261,train
21262,train
21263,val
21264,calibration
21265,train
21266,train
21267,challenge
21268,calibration
21269,challenge
21270,train
21271,train
21272,val
21273,train
21274,train
21275,challenge
21276,train
21277,train
21278,val
21279,train
21280,calibration
21281,train
21282,challenge
21283,train
21284,train
21285,calibration
21286,challenge
21287,challenge
21288,challenge
21289,train
21290,val
21291,train
21292,calibration
21293,challenge
21294,calibration
21295,train
21296,val
21297,train
21298,val
21299,train
21300,challenge
21301,calibration
21302,train
21303,train
21304,val
21305,calibration
21306,train
21307,train
21308,challenge
21309,train
21310,challenge
21311,calibration
21312,train
21313,train
21314,train
21315,challenge
21316,train
21317,val
21318,calibration
21319,challenge
21320,train
21321,calibration
21322,train
21323,challenge
21324,train
21325,train
21326,calibration
21327,train
21328,calibration
21329,train
21330,val
21331,challenge
21332,calibration
21333,train
21334,val
21335,train
21336,train
21337,train
21338,train
21339,val
21340,val
21341,challenge
21342,calibration
21343,train
21344,challenge
21345,calibration
21346,train
21347,train
21348,calibration
21349,train
21350,val
21351,val
21352,train
21353,train
21354,train
21355,challenge
21356,train
21357,calibration
21358,train
21359,train
21360,train
21361,train
21362,train
21363,calibration
21364,calibration
21365,calibration
21366,val
21367,train
21368,calibration
21369,train
21370,val
21371,train
21372,challenge
21373,train
21374,challenge
21375,train
21376,challenge
21377,val
21378,train
21379,challenge
21380,val
21381,train
21382,train
21383,val
21384,train
21385,val
21386,train
21387,challenge
21388,challenge
21389,train
21390,challenge
21391,train
21392,train
21393,train
21394,train
21395,train
21396,challenge
21397,train
21398,calibration
21399,calibration
21400,train
21401,train
21402,val
21403,challenge
21404,calibration
21405,train
21406,train
21407,train
21408,train
21409,train
21410,train
21411,train
21412,train
21413,train
21414,challenge
21415,val
21416,challenge
21417,challenge
21418,train
21419,train
21420,challenge
21421,calibration
21422,train
21423,val
21424,calibration
21425,challenge
21426,train
21427,train
21428,train
21429,challenge
21430,challenge
21431,train
21432,train
21433,train
21434,train
21435,train
21436,calibration
21437,train
21438,train
21439,train
21440,val
21441,val
21442,val
21443,calibration
21444,train
21445,train
21446,train
21447,train
21448,calibration
21449,train
21450,train
21451,train
21452,val
21453,challenge
21454,train
21455,train
21456,train
21457,train
21458,challenge
21459,train
21460,train
21461,train
21462,train
21463,calibration
21464,train
21465,train
21466,val
21467,challenge
21468,train
21469,train
21470,train
21471,train
21472,train
21473,train
21474,train
21475,train
21476,val
21477,train
21478,train
21479,train
21480,train
21481,train
21482,train
21483,challenge
21484,val
21485,train
21486,train
21487,train
21488,train
21489,train
21490,train
21491,calibration
21492,train
21493,val
21494,train
21495,train
21496,train
21497,train
21498,train
21499,train
21500,val
21501,train
21502,calibration
21503,challenge
21504,train
21505,train
21506,val
21507,train
21508,train
21509,calibration
21510,challenge
21511,train
21512,calibration
21513,train
21514,challenge
21515,train
21516,train
21517,challenge
21518,train
21519,train
21520,train
21521,train
21522,train
21523,train
21524,train
21525,train
21526,train
21527,val
21528,train
21529,challenge
21530,train
21531,train
21532,train
21533,train
21534,train
21535,train
21536,train
21537,train
21538,val
21539,train
21540,train
21541,train
21542,train
21543,train
21544,challenge
21545,calibration
21546,train
21547,train
21548,challenge
21549,challenge
21550,calibration
21551,train
21552,val
21553,train
21554,train
21555,train
21556,challenge
21557,train
21558,train
21559,train
21560,train
21561,train
21562,calibration
21563,train
21564,train
21565,train
21566,train
21567,train
21568,train
21569,train
21570,train
21571,val
21572,train
21573,train
21574,train
21575,train
21576,val
21577,train
21578,train
21579,train
21580,train
21581,challenge
21582,train
21583,train
21584,train
21585,val
21586,train
21587,calibration
21588,challenge
21589,train
21590,train
21591,train
21592,calibration
21593,val
21594,train
21595,challenge
21596,train
21597,calibration
21598,train
21599,calibration
21600,train
21601,train
21602,train
21603,val
21604,calibration
21605,challenge
21606,challenge
21607,train
21608,challenge
21609,train
21610,challenge
21611,val
21612,challenge
21613,challenge
21614,train
21615,train
21616,challenge
21617,calibration
21618,challenge
21619,val
21620,train
21621,challenge
21622,val
21623,train
21624,train
21625,train
21626,challenge
21627,train
21628,val
21629,train
21630,train
21631,calibration
21632,train
21633,val
21634,train
21635,train
21636,train
21637,challenge
21638,challenge
21639,calibration
21640,train
21641,train
21642,train
21643,challenge
21644,train
21645,train
21646,train
21647,val
21648,train
21649,calibration
21650,val
21651,train
21652,train
21653,train
21654,train
21655,train
21656,train
21657,train
21658,val
21659,train
21660,train
21661,train
21662,val
21663,challenge
21664,train
21665,calibration
21666,train
21667,train
21668,train
21669,train
21670,challenge
21671,train
21672,train
21673,train
21674,train
21675,train
21676,val
21677,train
21678,calibration
21679,train
21680,train
21681,val
21682,challenge
21683,challenge
21684,val
21685,train
21686,train
21687,train
21688,train
21689,challenge
21690,val
21691,train
21692,val
21693,train
21694,challenge
21695,train
21696,train
21697,train
21698,train
21699,train
21700,train
21701,val
21702,train
21703,val
21704,train
21705,challenge
21706,challenge
21707,train
21708,train
21709,train
21710,train
21711,calibration
21712,train
21713,val
21714,train
21715,challenge
21716,val
21717,train
21718,train
21719,train
21720,train
21721,train
21722,val
21723,train
21724,challenge
21725,challenge
21726,challenge
21727,challenge
21728,challenge
21729,train
21730,val
21731,train
21732,train
21733,train
21734,train
21735,train
21736,val
21737,train
21738,calibration
21739,train
21740,train
21741,train
21742,train
21743,calibration
21744,train
21745,val
21746,train
21747,calibration
21748,train
21749,train
21750,val
21751,train
21752,calibration
21753,train
21754,challenge
21755,train
21756,val
21757,train
21758,train
21759,challenge
21760,val
21761,val
21762,challenge
21763,val
21764,train
21765,challenge
21766,train
21767,challenge
21768,train
21769,train
21770,train
21771,train
21772,train
21773,calibration
21774,challenge
21775,val
21776,challenge
21777,calibration
21778,calibration
21779,train
21780,challenge
21781,challenge
21782,train
21783,train
21784,calibration
21785,train
21786,challenge
21787,train
21788,train
21789,train
21790,train
21791,calibration
21792,train
21793,train
21794,train
21795,train
21796,train
21797,train
21798,challenge
21799,calibration
21800,val
21801,train
21802,train
21803,val
21804,challenge
21805,train
21806,calibration
21807,val
21808,train
21809,train
21810,calibration
21811,train
21812,train
21813,challenge
21814,train
21815,challenge
21816,val
21817,train
21818,train
21819,train
21820,train
21821,val
21822,val
21823,train
21824,train
21825,train
21826,val
21827,train
21828,train
21829,challenge
21830,calibration
21831,train
21832,train
21833,train
21834,train
21835,challenge
21836,train
21837,train
21838,challenge
21839,train
21840,train
21841,train
21842,train
21843,train
21844,train
21845,train
21846,train
21847,train
21848,train
21849,train
21850,challenge
21851,train
21852,train
21853,challenge
21854,val
21855,challenge
21856,train
21857,calibration
21858,train
21859,challenge
21860,train
21861,train
21862,train
21863,train
21864,train
21865,challenge
21866,train
21867,train
21868,challenge
21869,train
21870,train
21871,calibration
21872,calibration
21873,train
21874,train
21875,calibration
21876,val
21877,train
21878,train
21879,val
21880,train
21881,train
21882,train
21883,calibration
21884,challenge
21885,train
21886,train
21887,train
21888,val
21889,train
21890,val
21891,train
21892,calibration
21893,train
21894,train
21895,train
21896,challenge
21897,train
21898,train
21899,train
