hgnc_symbol,role
FLAD1,challenge
FLCN,train
FLI1,calibration
FLII,train
FLNA,train
FLNB,train
FLOT1,train
FLOT2,train
FLRT2,challenge
FLT1,train
FLT3LG,val
FLT4,train
FLVCR1,calibration
FLVCR2,calibration
FLYWCH1,train
FLYWCH2,val
FMC1,train
FMC1-LUC7L2,train
FMN1,train
FMNL1,calibration
FMNL2,train
FMNL3,train
FMO4,train
FMR1,train
FN1,val
FN3K,train
FN3KRP,train
FNBP1,challenge
FNBP1L,val
FNBP4,challenge
FNDC10,challenge
FNDC3A,val
FNDC3B,val
FNDC9,train
FNIP1,train
FNIP2,train
FOS,calibration
FOSB,calibration
FOSL1,train
FOSL2,train
FOXA1,train
FOXA2,train
FOXA3,train
FOXB1,train
FOXB2,train
FOXC1,train
FOXC2,train
FOXD1,train
FOXD2,train
FOXD3,train
FOXD4,train
FOXD4L1,train
FOXD4L3,challenge
FOXD4L4,val
FOXD4L5,challenge
FOXD4L6,challenge
FOXE1,train
FOXE3,train
FOXF1,train
FOXF2,train
FOXG1,train
FOXH1,train
FOXI1,train
FOXI3,train
FOXJ2,train
FOXJ3,train
FOXK1,train
FOXK2,train
FOXL1,train
FOXL2,train
FOXM1,train
FOXN2,train
FOXN3,train
FOXN4,train
FOXO1,train
FOXO3,train
FOXO4,train
FOXO6,val
FOXP1,train
FOXP2,train
FOXP3,train
FOXP4,train
FOXQ1,val
FOXR1,train
FOXR2,train
FOXRED1,train
FOXRED2,train
FOXS1,train
FPGS,challenge
FPGT,challenge
FPR1,train
FRA10AC1,train
FRAS1,val
FRAT1,val
FRAT2,train
FRG1,train
FRMD3,train
FRMD4A,train
FRMD4B,train
FRMD6,val
FRMD8,train
FRS2,train
FRS3,train
FRY,train
FRYL,train
FSAF1,train
FSBP,val
FSCN1,train
FSD1,train
FSD1L,train
FSIP1,train
FTH1,train
FTL,train
FTO,train
FTSJ1,train
FUBP1,train
FUBP3,train
FUCA1,train
FUCA2,train
FUNDC1,val
FUNDC2,val
FUOM,challenge
FURIN,train
FUS,train
FUT4,train
FUT7,val
FUT8,train
FUZ,train
FXN,calibration
FXR1,train
FXR2,train
FXYD1,train
FXYD2,challenge
FXYD3,train
FXYD5,train
FXYD7,train
FYB1,train
FYCO1,val
FYN,train
FYTTD1,calibration
FZD3,train
FZD6,train
FZR1,train
G0S2,train
G2E3,challenge
G3BP1,challenge
G3BP2,challenge
G6PC3,train
G6PD,train
GAA,train
GAB2,train
GAB3,train
GABARAP,challenge
GABARAPL1,challenge
GABARAPL2,challenge
GABBR1,train
GABPA,val
GABPB1,train
GABPB2,train
GAD1,val
GADD45A,train
GADD45B,train
GADD45G,train
GADD45GIP1,calibration
GAK,challenge
GAL3ST4,train
GALC,train
GALE,val
GALK1,train
GALK2,train
GALM,val
GALNS,train
GALNT10,train
GALNT11,train
GALNT12,train
GALNT18,challenge
GALNT2,train
GALNT3,val
GALNT4,train
GALNT6,val
GALNT7,train
GALR2,train
GALT,challenge
GAMT,val
GAN,challenge
GANAB,train
GANC,calibration
GAPDH,train
GAPVD1,challenge
GAREM1,challenge
GAREM2,train
GARIN1A,train
GARRE1,train
GARS1,train
GART,train
GAS2,train
GAS2L1,train
GAS6,val
GAS7,val
GATA1,train
GATA2,train
GATA3,train
GATA4,train
GATA5,train
GATA6,train
GATAD1,challenge
GATAD2A,val
GATAD2B,val
GATB,val
GATC,val
GATD1,train
GBA1,train
GBA2,challenge
GBE1,train
GBGT1,challenge
GBP1,challenge
GBP2,challenge
GBP3,challenge
GBP4,challenge
GBP5,challenge
GBP7,challenge
GBX1,train
GBX2,train
GCA,challenge
GCAT,train
GCC1,train
GCC2,train
GCDH,train
GCFC2,challenge
GCH1,val
GCHFR,train
GCLC,train
GCLM,train
GCM2,train
GCN1,train
GCNA,val
GCNT1,train
GCNT4,train
GCNT7,train
GCSAM,challenge
GCSH,train
GDAP1,challenge
GDAP2,challenge
GDE1,train
GDF11,val
GDF15,train
GDF7,challenge
GDF9,train
GDI1,train
GDI2,train
GDPD1,train
GDPD3,val
GDPD5,train
GDPGP1,train
GEM,train
GEMIN6,train
GEMIN7,train
GEMIN8,train
GEN1,train
GET1,train
GET3,train
GET4,challenge
GFER,challenge
GFI1,challenge
GFI1B,challenge
GFM1,train
GFM2,train
GFOD1,train
GFOD2,train
GFPT2,train
GFUS,val
GGA1,train
GGA2,train
GGA3,train
GGACT,challenge
GGCT,val
GGCX,train
GGH,challenge
GGNBP2,train
GGPS1,train
GGT1,train
GGT7,val
GHDC,train
GHITM,train
GID4,challenge
GID8,challenge
GIGYF2,calibration
GIMAP1-GIMAP5,val
GIMAP2,train
GIMAP4,train
GIMAP5,train
GIMAP6,train
GIMAP7,train
GIMAP8,calibration
GIN1,train
GINM1,train
GINS2,train
GIPC1,challenge
GIPC3,train
GIPR,challenge
GIT1,train
GIT2,train
GJB2,calibration
GJB6,calibration
GJC1,challenge
GK,train
GK5,train
GKAP1,val
GLA,train
GLB1,val
GLB1L,val
GLB1L2,val
GLB1L3,val
GLCCI1,train
GLCE,val
GLDC,train
GLG1,train
GLI1,train
GLI2,train
GLI3,train
GLI4,calibration
GLIPR1,challenge
GLIPR2,calibration
GLIS1,train
GLIS2,challenge
GLIS3,train
GLMN,train
GLMP,val
GLO1,train
GLOD4,train
GLRX,train
GLRX2,train
GLRX3,train
GLRX5,train
GLS,train
GLS2,val
GLT8D1,train
GLTP,train
GLUD1,train
GLUL,train
GLYCTK,train
GLYR1,train
GM2A,val
GMCL1,train
GMDS,train
GMEB1,train
GMEB2,train
GMFB,train
GMFG,train
GMNN,calibration
GMPPA,train
GMPR,train
GMPR2,train
GNA12,train
GNA13,train
GNA15,train
GNAI1,train
GNAI2,train
GNAI3,train
GNAL,train
GNAO1,train
GNAQ,train
GNAS,challenge
GNAZ,train
GNB1,train
GNB1L,calibration
GNB2,train
GNB4,train
GNB5,train
GNE,train
GNG10,train
GNG11,train
GNG2,train
GNG4,train
GNG5,train
GNG7,train
GNG8,train
GNGT2,train
GNL1,calibration
GNLY,train
GNMT,train
GNPAT,challenge
GNPDA1,train
GNPDA2,train
GNPNAT1,train
GNPTAB,train
GNPTG,train
GNRH2,challenge
GNS,train
GOLGA1,train
GOLGA2,challenge
GOLGA3,train
GOLGA4,train
GOLGA5,train
GOLGA7,train
GOLGA7B,train
GOLGA8A,train
GOLGA8B,train
GOLGA8N,train
GOLGB1,train
GOLIM4,train
GOLM1,val
GOLM2,train
GOLPH3,train
GOLPH3L,train
GOLT1B,train
GON4L,train
GON7,train
GOPC,train
GORAB,train
GORASP1,challenge
GORASP2,train
GOSR1,train
GOT1,train
GOT2,train
GP1BA,challenge
GP1BB,challenge
GP5,challenge
GP6,train
GP9,challenge
GPA33,train
GPAA1,train
GPALPP1,train
GPAM,val
GPANK1,calibration
GPAT2,train
GPAT3,train
GPAT4,train
GPATCH11,train
GPATCH2,train
GPATCH2L,train
GPATCH3,challenge
GPATCH4,val
GPATCH8,train
GPBP1,train
GPBP1L1,train
GPC1,train
GPC2,train
GPCPD1,train
GPD1L,challenge
GPD2,val
GPHN,train
GPHRA,train
GPI,val
GPM6A,train
GPM6B,train
GPN1,val
GPNMB,train
GPR107,train
GPR108,train
GPR132,train
GPR135,train
GPR137,challenge
GPR137B,train
GPR146,calibration
GPR15,train
GPR150,train
GPR155,val
GPR157,train
GPR160,val
GPR171,train
GPR18,train
GPR180,train
GPR183,train
GPR19,train
GPR25,train
GPR27,challenge
GPR3,train
GPR34,train
GPR35,train
GPR52,train
GPR55,train
GPR63,train
GPR65,train
GPR68,train
GPR75,challenge
GPR82,train
GPRASP1,val
GPRASP2,challenge
GPRASP3,challenge
GPRC5A,val
GPRC5B,val
GPRIN3,calibration
GPS1,train
GPS2,challenge
GPSM1,train
GPSM2,train
GPSM3,challenge
GPT2,train
GPX2,challenge
GPX3,challenge
GPX4,train
GPX7,train
GRAMD1A,train
GRAMD1B,train
GRAMD2B,val
GRAMD4,val
GRAP,train
GRAP2,train
GRAPL,train
GRB10,challenge
GRB2,train
GREM2,val
GRHL1,challenge
GRHL2,challenge
GRHL3,train
GRHPR,train
GRIN2B,val
GRIN3A,train
GRINA,train
GRIP1,val
GRIPAP1,val
GRK2,train
GRK3,train
GRK4,train
GRK5,train
GRK6,train
GRM2,challenge
GRN,train
GRPEL2,train
GRSF1,train
GRWD1,train
GSAP,train
GSC,calibration
GSC2,train
GSDMA,challenge
GSDMB,challenge
GSDMD,challenge
GSDME,val
GSK3A,train
GSK3B,train
GSKIP,train
GSN,challenge
GSPT2,train
GSR,train
GSS,train
GSTA1,train
GSTA4,train
GSTCD,train
GSTK1,train
GSTM1,train
GSTM2,train
GSTM3,train
GSTM4,train
GSTO1,train
GSTO2,train
GSTP1,train
GSTZ1,train
GSX1,train
GSX2,train
GTF2A1,train
GTF2A2,train
GTF2H1,train
GTF2H2C,train
GTF2H3,train
GTF2H5,train
GTF2I,train
GTF2IRD1,train
GTF2IRD2B,train
GTF3A,challenge
GTF3C2,challenge
GTF3C3,challenge
GTF3C4,challenge
GTF3C5,challenge
GTF3C6,challenge
GTPBP1,train
GTPBP10,train
GTPBP2,train
GTPBP3,train
GTPBP6,train
GTPBP8,challenge
GTSE1,train
GTSF1,train
GUCA1B,challenge
GUCA2A,train
GUCY1A1,val
GUCY1B1,train
GUF1,challenge
GUSB,train
GVQW3,train
GXYLT1,train
GYG1,challenge
GYPC,val
GYPE,train
GYS1,challenge
GZF1,train
GZMA,val
GZMB,calibration
GZMH,calibration
GZMK,val
GZMM,train
H1-0,challenge
H1-1,challenge
H1-10,train
H1-3,challenge
H1-4,challenge
H1-5,challenge
H2AC11,train
H2AC12,train
H2AC13,train
H2AC14,train
H2AC15,train
H2AC16,train
H2AC17,train
H2AC18,train
H2AC20,train
H2AC21,train
H2AC25,train
H2AC4,train
H2AC6,train
H2AC8,train
H2AJ,train
H2AX,train
H2AZ1,train
H2AZ2,train
H2BC10,train
H2BC11,train
H2BC12,train
H2BC13,train
H2BC14,train
H2BC15,train
H2BC17,train
H2BC18,train
H2BC21,train
H2BC26,train
H2BC3,train
H2BC4,train
H2BC5,train
H2BC6,train
H2BC7,train
H2BC8,train
H2BC9,train
H3-3A,train
H3-3B,train
H3-5,train
H3C1,train
H3C10,train
H3C11,train
H3C12,train
H3C13,train
H3C14,train
H3C15,train
H3C2,train
H3C3,train
H3C4,train
H3C6,train
H3C7,train
H3C8,train
H4C1,train
H4C11,train
H4C12,train
H4C13,train
H4C15,train
H4C16,train
H4C2,train
H4C3,train
H4C4,train
H4C5,train
H4C6,train
H4C8,train
H4C9,train
H6PD,train
HABP4,train
HACD1,challenge
HACD2,challenge
HACD3,challenge
HACD4,val
HACE1,train
HACL1,train
HACL2,train
HADH,challenge
HADHA,train
HADHB,train
HAGH,val
HAGHL,train
HAND1,train
HAND2,train
HAPLN3,challenge
HAPSTR1,challenge
HARBI1,train
HARS2,val
HAS3,train
HASPIN,val
HAT1,train
HAUS2,train
HAUS8,train
HAVCR2,train
HAX1,train
HBA2,val
HBB,train
HBD,train
HBEGF,train
HBM,train
HBP1,calibration
HBS1L,challenge
HCAR1,train
HCCS,train
HCFC1,calibration
HCFC1R1,train
HCFC2,calibration
HCK,train
HCLS1,challenge
HCN2,val
HCN3,val
HCST,train
HDAC1,train
HDAC10,train
HDAC11,train
HDAC2,train
HDAC3,train
HDAC4,train
HDAC5,train
HDAC6,train
HDAC7,train
HDAC8,train
HDAC9,train
HDC,train
HDDC2,val
HDDC3,train
HDGF,val
HDGFL2,train
HDGFL3,challenge
HDHD2,challenge
HDHD3,train
HDHD5,train
HDIP1,train
HDLBP,train
HDX,calibration
HEATR3,challenge
HEATR4,train
HEATR5A,val
HEATR5B,val
HEATR6,val
HEBP1,train
HEBP2,train
HECA,val
HECTD1,train
HECTD3,train
HECTD4,val
HECW1,train
HEG1,val
HELB,challenge
HELLS,train
HELQ,train
HELT,val
HELZ,train
HELZ2,challenge
HEMGN,train
HEMK1,val
HEMK2,train
HENMT1,train
HERC1,train
HERC2,train
HERC3,train
HERC4,train
HERC5,train
HERC6,train
HERPUD1,train
HERPUD2,challenge
HES1,calibration
HES2,val
HES3,val
HES4,val
HES5,train
HES6,val
HES7,train
HESX1,calibration
HEXA,val
HEXB,val
HEXD,challenge
HEXIM1,train
HEXIM2,challenge
HEY1,calibration
HEY2,calibration
HEYL,train
HFE,train
HGD,train
HGH1,train
HGSNAT,train
HHAT,val
HHEX,train
HHLA2,train
HIBADH,challenge
HIBCH,challenge
HIC1,calibration
HIC2,challenge
HID1,train
HIF1A,train
HIF1AN,val
HIF3A,train
HIGD1A,val
HIGD2A,train
HIKESHI,train
HILPDA,train
HINT1,calibration
HINT2,train
HINT3,train
HIP1,challenge
HIP1R,challenge
HIPK1,train
HIPK2,train
HIPK3,train
HIRIP3,challenge
HIVEP1,train
HIVEP2,train
HIVEP3,train
HK1,train
HK2,train
HK3,train
HLA-A,val
HLA-B,val
HLA-C,val
HLA-DMA,challenge
HLA-DMB,val
HLA-DOA,calibration
HLA-DOB,val
HLA-DPA1,calibration
HLA-DPB1,val
HLA-DQA1,calibration
HLA-DQA2,calibration
HLA-DQB1,val
HLA-DRA,calibration
HLA-DRB1,val
HLA-DRB5,val
HLA-E,train
HLA-F,val
HLA-G,val
HLCS,challenge
HLF,train
HLTF,train
HLX,train
HM13,train
HMBOX1,challenge
HMBS,train
HMCES,train
HMCN1,train
HMCN2,val
HMG20A,calibration
HMG20B,calibration
HMGA1,train
HMGA2,train
HMGB1,train
HMGB2,train
HMGB3,train
HMGN1,train
HMGN2,train
HMGN3,train
HMGN4,train
HMGN5,train
HMGXB3,train
HMGXB4,calibration
HMMR,train
HMOX1,train
HMOX2,challenge
HMSD,val
HMX1,train
HMX2,train
HMX3,train
HNF1A,train
HNF1B,train
HNF4A,challenge
HNF4G,challenge
HNRNPA0,train
HNRNPA1,train
HNRNPA1L2,train
HNRNPA2B1,train
HNRNPA3,train
HNRNPAB,challenge
HNRNPC,train
HNRNPD,challenge
HNRNPDL,train
HNRNPF,train
HNRNPH1,train
HNRNPH2,train
HNRNPH3,val
HNRNPLL,train
HNRNPM,train
HNRNPR,train
HNRNPU,train
HNRNPUL1,train
HNRNPUL2,train
HOMER1,train
HOMER2,train
HOMER3,train
HOMEZ,train
HOOK1,train
HOOK2,train
HOOK3,train
HOPX,train
HOXA1,calibration
HOXA10,train
HOXA11,train
HOXA13,train
HOXA2,calibration
HOXA3,train
HOXA4,train
HOXA5,train
HOXA6,calibration
HOXA7,train
HOXA9,train
HOXB1,train
HOXB13,calibration
HOXB2,train
HOXB3,train
HOXB4,train
HOXB5,calibration
HOXB6,calibration
HOXB7,calibration
HOXB8,calibration
HOXB9,calibration
HOXC10,calibration
HOXC11,train
HOXC12,train
HOXC13,train
HOXC4,calibration
HOXC5,calibration
HOXC8,calibration
HOXC9,train
HOXD1,train
HOXD10,calibration
HOXD11,train
HOXD12,train
HOXD13,calibration
HOXD3,train
HOXD4,train
HOXD8,train
HOXD9,train
HP1BP3,train
HPCAL1,val
HPCAL4,val
HPDL,train
HPF1,calibration
HPGD,train
HPGDS,train
HPRT1,challenge
HPS1,val
HPS3,challenge
HPS4,val
HPS5,train
HPS6,challenge
HPSE,train
HRAS,train
HRH2,train
HRH4,train
HROB,val
HS1BP3,calibration
HS2ST1,train
HS3ST3A1,train
HS3ST3B1,train
HS6ST1,val
HSBP1,train
HSBP1L1,train
HSD11B1,challenge
HSD11B2,train
HSD17B1,train
HSD17B10,val
HSD17B11,challenge
HSD17B12,train
HSD17B13,challenge
HSD17B14,calibration
HSD17B4,val
HSD17B7,train
HSD17B8,calibration
HSD3B7,challenge
HSDL1,train
HSDL2,val
HSF1,challenge
HSF2,challenge
HSF4,calibration
HSF5,train
HSFX1,challenge
HSFX2,challenge
HSFY2,calibration
HSH2D,train
HSP90AA1,train
HSP90AB1,train
HSP90B1,train
HSPA12A,train
HSPA13,val
HSPA14,train
HSPA1B,train
HSPA1L,train
HSPA2,train
HSPA4,train
HSPA6,train
HSPA8,train
HSPB1,train
HSPBAP1,challenge
HSPBP1,train
HSPD1,calibration
HSPE1,challenge
HSPG2,train
HSPH1,challenge
HTATIP2,train
HTATSF1,train
HTN1,challenge
HTRA2,challenge
HTT,train
HUS1B,train
HUWE1,train
HVCN1,val
HYAL2,challenge
HYAL3,challenge
HYCC1,train
HYCC2,train
HYI,train
HYKK,train
HYLS1,train
HYOU1,val
IAH1,val
IARS1,val
IARS2,train
IBA57,train
IBTK,train
ICA1,train
ICA1L,val
ICAM1,val
ICAM2,train
ICAM3,val
ICE2,train
ICMT,train
ICOS,train
ICOSLG,train
ID1,train
ID2,train
ID3,train
IDE,train
IDH1,train
IDH2,train
IDH3A,val
IDH3B,val
IDH3G,val
IDNK,train
IDS,train
IDUA,train
IER2,train
IER3,train
IER3IP1,train
IER5,train
IER5L,train
IFFO1,train
IFFO2,train
IFI16,train
IFI27,train
IFI27L1,train
IFI27L2,train
IFI30,train
IFI35,challenge
IFI44,challenge
IFI44L,challenge
IFI6,train
IFIH1,challenge
IFIT1,val
IFIT2,val
IFIT3,val
IFIT5,val
IFITM1,train
IFITM2,train
IFITM3,train
IFITM5,train
IFNAR1,train
IFNAR2,train
IFNG,train
IFNGR1,train
IFNGR2,train
IFNLR1,train
IFRD1,train
IFRD2,train
IFT122,train
IFT140,train
IFT172,train
IFT20,val
IFT22,val
IFT25,val
IFT27,val
IFT38,train
IFT43,train
IFT46,val
IFT52,val
IFT54,val
IFT56,val
IFT57,val
IFT70B,val
IFT74,val
IFT80,challenge
IFT88,val
IFTAP,calibration
IGF1R,train
IGF2,train
IGF2BP3,train
IGF2R,train
IGFBP2,train
IGFBP3,train
IGFBP4,train
IGFBP5,train
IGFBP6,train
IGFBP7,val
IGFLR1,train
IGHMBP2,val
IGIP,train
IGLL5,train
IGSF22,train
IGSF3,val
IGSF6,challenge
IGSF8,train
IGSF9B,challenge
IKBIP,train
IKBKB,train
IKBKE,train
IKZF1,val
IKZF2,challenge
IKZF3,challenge
IKZF4,train
IKZF5,val
IL10,train
IL10RA,train
IL10RB,train
IL11RA,calibration
IL12A,train
IL12RB1,train
IL12RB2,train
IL13,train
IL13RA1,train
IL15,val
IL15RA,val
IL16,val
IL17A,challenge
IL17D,train
IL17F,challenge
IL17RA,challenge
IL17RB,challenge
IL17RE,challenge
IL18BP,train
IL18R1,train
IL18RAP,train
IL1A,train
IL1B,train
IL1R1,train
IL1R2,train
IL1RAP,train
IL1RL1,train
IL1RN,train
IL2,train
IL21,train
IL21R,train
IL22,train
IL23A,val
IL23R,train
IL24,challenge
IL26,train
IL27RA,train
IL2RA,val
IL2RB,train
IL3,train
IL31,train
IL32,train
IL36A,train
IL36RN,train
IL3RA,train
IL4,train
IL4I1,val
IL4R,train
IL5,train
IL5RA,train
IL6R,train
IL6ST,train
IL7R,train
IL9,val
IL9R,train
ILDR2,challenge
ILK,challenge
ILKAP,val
ILRUN,val
IMMP1L,train
IMMP2L,train
IMMT,train
IMPA1,train
IMPA2,challenge
IMPACT,challenge
IMPDH1,val
IMPDH2,val
IMPG2,train
INAFM1,val
INAFM2,train
INCA1,train
INF2,train
ING1,train
ING2,train
ING3,train
ING4,train
ING5,train
INIP,challenge
INO80,val
INO80B,train
INO80C,calibration
INO80D,train
INO80E,val
INPP4A,train
INPP4B,train
INPP5A,train
INPP5B,train
INPP5D,train
INPP5E,challenge
INPP5F,train
INPP5K,train
INPPL1,train
INSIG1,val
INSIG2,val
INSL3,val
INSM1,challenge
INSM2,challenge
INSR,train
INTS10,train
INTS12,train
INTS13,train
INTS14,challenge
INTS15,train
INTS6,train
INTS6L,train
INTS7,train
INVS,challenge
IP6K2,train
IPCEF1,train
IPMK,train
IPO11,train
IPO4,train
IPO7,train
IPO8,train
IPO9,challenge
IPP,challenge
IPPK,challenge
IQCB1,train
IQCC,train
IQCE,challenge
IQCN,train
IQGAP1,train
IQGAP2,train
IQGAP3,train
IRAG2,train
IRAK1,train
IRAK1BP1,train
IRAK2,train
IRAK3,train
IRAK4,train
IREB2,val
IRF1,train
IRF2,train
IRF2BP1,train
IRF2BP2,train
IRF2BPL,train
IRF3,train
IRF4,calibration
IRF5,train
IRF6,train
IRF7,train
IRF8,calibration
IRF9,train
IRGM,train
IRGQ,train
IRS1,train
IRS2,train
IRX1,train
IRX2,train
IRX3,train
IRX4,train
IRX5,train
IRX6,train
ISCA1,train
ISCA2,train
ISG15,train
ISG20,train
ISL1,train
ISL2,train
ISM1,train
ISOC1,challenge
ISOC2,train
IST1,train
ISX,train
ISYNA1,val
ITCH,train
ITFG1,challenge
ITFG2,challenge
ITGA1,challenge
ITGA10,train
ITGA2,challenge
ITGA2B,train
ITGA3,train
ITGA4,challenge
ITGA5,train
ITGA6,train
ITGAE,train
ITGAL,train
ITGAM,train
ITGAV,train
ITGAX,train
ITGB1,train
ITGB1BP2,train
ITGB2,train
ITGB3,train
ITGB3BP,train
ITGB5,train
ITGB7,challenge
ITIH4,challenge
ITK,train
ITM2A,challenge
ITM2B,challenge
ITM2C,challenge
ITPA,challenge
ITPK1,train
ITPKB,train
ITPKC,train
ITPR1,train
ITPR2,train
ITPR3,train
ITPRID2,calibration
ITPRIP,train
ITPRIPL1,train
ITPRIPL2,val
ITSN1,train
ITSN2,train
IVD,val
IVNS1ABP,train
IWS1,train
IZUMO4,train
JADE1,train
JADE2,train
JAG1,train
JAGN1,val
JAK2,train
JAKMIP1,challenge
JAKMIP2,train
JAM3,val
JAML,train
JAZF1,train
JCHAIN,train
JDP2,train
JHY,train
JKAMP,train
JMJD1C,challenge
JMJD4,train
JMJD6,train
JMJD7-PLA2G4B,train
JMJD8,train
JMY,challenge
JOSD1,challenge
JOSD2,train
JPT1,train
JPT2,val
JRK,challenge
JRKL,val
JTB,calibration
JUN,calibration
JUNB,train
JUND,calibration
JUP,train
KALRN,train
KANK1,train
KANSL1,calibration
KANSL1L,calibration
KAT14,train
KAT2A,train
KAT2B,calibration
KAT5,train
KAT6A,val
KAT6B,train
KAT7,train
KATNA1,train
KATNAL1,train
KATNAL2,train
KATNB1,train
KATNBL1,train
KATNIP,train
KBTBD11,train
KBTBD2,train
KBTBD3,val
KBTBD6,challenge
KBTBD7,challenge
KBTBD8,challenge
KCMF1,calibration
KCNA2,train
KCNA3,train
KCNA6,train
KCNAB1,train
KCNAB2,train
KCNAB3,val
KCNC3,train
KCNC4,train
KCND1,train
KCNG3,train
KCNH2,train
KCNH3,train
KCNH4,train
KCNIP2,val
KCNIP3,val
KCNIP4,val
KCNJ1,train
KCNJ14,challenge
KCNK12,challenge
KCNK5,train
KCNK6,train
KCNK7,val
KCNMA1,train
KCNMB3,train
KCNMB4,train
KCNN4,challenge
KCNQ1,train
KCNQ5,challenge
KCTD10,val
KCTD11,challenge
KCTD12,train
KCTD13,val
KCTD15,challenge
KCTD17,train
KCTD18,val
KCTD2,train
KCTD20,train
KCTD21,challenge
KCTD3,train
KCTD5,train
KCTD6,challenge
KCTD9,train
KDELR1,train
KDELR2,train
KDELR3,train
KDF1,train
KDM1A,train
KDM1B,train
KDM2A,challenge
KDM2B,train
KDM3A,train
KDM3B,train
KDM4A,val
KDM4B,challenge
KDM4C,challenge
KDM5A,train
KDM5B,train
KDM5C,train
KDM5D,train
KDM6A,calibration
KDM6B,train
KDM7A,val
KDM8,train
KDSR,train
KEAP1,train
KGD4,calibration
KHDC4,val
KHDRBS1,train
KHK,train
KHNYN,challenge
KHSRP,train
KIAA0040,train
KIAA0232,train
KIAA0319L,train
KIAA0408,train
KIAA0513,train
KIAA0586,calibration
KIAA0753,calibration
KIAA0825,train
KIAA0930,val
KIAA1143,train
KIAA1191,challenge
KIAA1328,calibration
KIAA1586,val
KIAA1671,train
KIAA1958,challenge
KIAA2013,calibration
KICS2,challenge
KIDINS220,train
KIF13B,train
KIF14,calibration
KIF15,train
KIF16B,calibration
KIF18A,calibration
KIF1A,train
KIF1B,train
KIF1C,train
KIF20A,calibration
KIF20B,train
KIF21A,calibration
KIF22,challenge
KIF27,challenge
KIF2A,train
KIF2C,train
KIF3A,challenge
KIF3B,calibration
KIF3C,calibration
KIF4A,calibration
KIF5B,calibration
KIF5C,calibration
KIF9,calibration
KIFAP3,train
KIFBP,challenge
KIFC1,challenge
KIFC2,train
KIFC3,train
KIR3DL2,val
KIRREL2,calibration
KISS1R,train
KIT,train
KIZ,train
KLC1,train
KLC2,train
KLC4,train
KLF10,train
KLF11,calibration
KLF12,challenge
KLF13,challenge
KLF14,challenge
KLF15,train
KLF16,train
KLF17,challenge
KLF2,challenge
KLF3,train
KLF4,train
KLF5,train
KLF6,train
KLF7,train
KLF8,challenge
KLF9,train
KLHDC1,train
KLHDC10,val
KLHDC2,val
KLHDC3,challenge
KLHDC4,val
KLHDC7B,train
KLHDC8B,train
KLHL11,challenge
KLHL12,train
KLHL15,challenge
KLHL17,train
KLHL18,train
KLHL2,train
KLHL20,challenge
KLHL21,val
KLHL22,challenge
KLHL23,challenge
KLHL24,challenge
KLHL25,challenge
KLHL26,challenge
KLHL28,challenge
KLHL29,challenge
KLHL3,train
KLHL31,challenge
KLHL32,train
KLHL36,challenge
KLHL42,challenge
KLHL5,train
KLHL6,challenge
KLHL7,challenge
KLHL8,challenge
KLHL9,train
KLK1,val
KLK14,train
KLKB1,train
KLRB1,train
KLRC1,train
KLRD1,train
KLRF1,train
KLRG1,challenge
KLRK1,train
KMT2A,train
KMT2B,train
KMT2C,calibration
KMT2E,challenge
KMT5A,calibration
KMT5B,train
KMT5C,challenge
KNL1,calibration
KNOP1,challenge
KNSTRN,calibration
KNTC1,train
KPNA1,train
KPNA2,train
KPNA3,train
KPNA4,train
KPNA5,train
KPNA6,train
KPTN,challenge
KRABD2,challenge
KRABD3,train
KRABD4,train
KRABD5,train
KRAS,train
KRCC1,train
KRI1,challenge
KRIT1,train
KRR1,challenge
KRT1,train
KRT10,train
KRT10-AS1,train
KRT18,train
KRT19,train
KRT7,train
KRT72,train
KRT73,train
KRTAP16-1,train
KRTCAP2,train
KRTCAP3,val
KSR1,train
KTI12,train
KTN1,train
KXD1,challenge
KYAT1,train
KYAT3,train
L2HGDH,train
L3HYPDH,challenge
L3MBTL1,val
L3MBTL2,train
L3MBTL3,val
L3MBTL4,train
LACC1,challenge
LACTB,calibration
LACTB2,challenge
LAG3,val
LAGE3,train
LAIR1,train
LAIR2,train
LAMA1,challenge
LAMA2,challenge
LAMA3,train
LAMA5,val
LAMB1,challenge
LAMB3,train
LAMP1,train
LAMP2,val
LAMP3,train
LAMTOR1,train
LAMTOR2,train
LAMTOR3,train
LAMTOR4,train
LAMTOR5,train
LANCL1,challenge
LANCL2,challenge
LAP3,calibration
LAPTM4A,challenge
LAPTM4B,challenge
LAPTM5,train
LARP1,train
LARP1B,val
LARP4,train
LARP4B,train
LARP7,train
LARS2,train
LASP1,val
LAT,train
LAT2,train
LATS1,challenge
LATS2,train
LAX1,calibration
LAYN,challenge
LBH,train
LBHD1,train
LBR,train
LBX1,train
LBX2,train
LCAT,challenge
LCK,train
LCLAT1,train
LCMT1,train
LCMT2,train
LCN1,val
LCN2,val
LCOR,calibration
LCORL,train
LCP1,train
LCP2,train
LDAF1,train
LDAH,train
LDB1,train
LDHA,val
LDHB,val
LDLR,val
LDLRAP1,train
LDOC1,val
LEF1,train
LEMD2,train
LEMD3,train
LENG8,train
LENG9,calibration
LEO1,train
LEPR,train
LEPROTL1,challenge
LETM1,challenge
LETM2,val
LETMD1,train
LEUTX,train
LFNG,train
LGALS1,val
LGALS12,train
LGALS2,val
LGALS3,val
LGALS3BP,train
LGALS4,train
LGALS8,train
LGALS9,train
LGALSL,train
LGMN,train
